OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur;hauteur;Volume_1;hauteur_2;longueur_2;largeur_2;Volume_2;hauteur_3;longueur_3;largeur_3;Volume_3;hauteur_4;longueur_4;largeur_4;Volume 4;hauteur_5;longueur_5;largeur_5;Volume_5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
238;1;237;238;;;DCIM/rivrimouski_20240828125523.jpg;2024/08/28 12:53:34.895;"{""Bc""}";5;M;1;70;30;;"{""RG""}";{ecb6ce33-bcfc-440e-bf5a-a4b73dae64b9};Non;7.638;7,638;1340;95;60;7638000;;;;0;;;;0;;;;0;;;;0;SL LL;;;;;;;30;100;160;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
239;1;238;239;;;DCIM/rivrimouski_20240828125812.jpg;2024/08/28 12:56:18.647;"{""Bc""}";25;M;2;60;30;10;"{""RG""}";{e1b6f61a-2ee6-4f29-b63a-974d89785f62};Non;74.034;74,034;1530;115;70;12316500;100;2110;292,5;61717500;;;;0;;;;0;;;;0;SL LL;2;T;;;;;60;80;150;170;;;180;210;410;370;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
240;1;239;240;;;DCIM/rivrimouski_20240828130539.jpg;2024/08/28 13:01:52.548;"{""Bc""}";50;M;2;60;30;10;"{""RG""}";{1aa97ee0-150b-45c7-89fd-43e3af751774};Non;317.439833333333;317,4398333;2430;280;90;61236000;70;2290;70;11221000;70;880;53,33333333;3285333,333;170;2420;587,5;241697500;;;;0;SL LL;4;L;;;;;90;310;410;310;;;30;100;120;30;;;70;40;50;;;;390;340;1020;600;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
241;1;240;241;;;DCIM/rivrimouski_20240828131336.jpg;2024/08/28 13:11:37.011;"{""Bc""}";10;M;2;60;30;10;"{""RG""}";{fa1d5928-b29c-4427-acfa-40afc049864d};Non;27.5905;27,5905;1210;225;90;24502500;40;1930;40;3088000;;;;0;;;;0;;;;0;SL LL;2;L;;;;;300;190;200;210;;;10;20;60;70;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
242;1;241;242;;;DCIM/rivrimouski_20240828132159.jpg;2024/08/28 13:20:57.267;"{""Ch""}";10;M;3;40;50;10;"{""RG""}";{f871f617-3d12-4808-ad3d-04e527546368};Non;18.59;18,59;660;216,6666667;130;18590000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;200;300;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;8806;cp;2016;5;14500
243;1;242;243;;;DCIM/rivrimouski_20240828132607.jpg;2024/08/28 13:24:33.264;"{""Ch""}";5;D;1;50;40;10;"{""RG""}";{3707cf25-e58a-4284-a6db-d82a04b2376b};Non;10.99725;10,99725;1290;77,5;110;10997250;;;;0;;;;0;;;;0;;;;0;SL LL;;;;;;;240;20;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;8806;cp;2016;5;15000
244;1;243;244;;;DCIM/rivrimouski_20240828133311.jpg;2024/08/28 13:31:59.899;"{""Ch""}";5;M;1;80;20;;"{""RG""}";{dbaf30c6-f08a-4903-b5ca-f48080076b36};Non;2.34666666666667;2,346666667;880;66,66666667;40;2346666,667;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;30;100;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;8806;cp;2016;5;15500
245;1;244;245;;;DCIM/rivrimouski_20240828133429.jpg;2024/08/28 13:34:09.388;"{""Ch""}";10;M;1;60;30;10;"{""RG""}";{16a057ef-4057-41b8-952e-f89285be634a};Non;3.16666666666667;3,166666667;1000;63,33333333;50;3166666,667;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;10;20;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;8806;cp;2016;5;15500
246;1;245;246;;;DCIM/rivrimouski_20240828133912.jpg;2024/08/28 13:37:52.127;"{""Ch""}";5;M;2;40;50;10;"{""RG""}";{1147f35d-8e4c-40ff-bdce-c18b25d2c561};Non;23.616;23,616;480;273,3333333;180;23616000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;320;250;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;8806;cp;2016;5;15500
247;1;246;247;;;DCIM/rivrimouski_20240828134813.jpg;2024/08/28 13:46:55.074;"{""Ch""}";5;D;2;50;50;;"{""RG""}";{c97dfdf8-87e1-4a48-951d-4ff1e4d7bfaa};Non;8.58;8,58;1300;82,5;80;8580000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;140;130;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
248;1;247;248;;;DCIM/rivrimouski_20240828134947.jpg;2024/08/28 13:49:42.787;"{""Bc""}";5;M;1;50;40;10;"{""RG""}";{e027c660-d67b-4525-8fb1-a98e542c0f59};Non;19.888;19,888;1130;220;80;19888000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;370;270;190;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
249;1;248;249;;;DCIM/rivrimouski_20240828135326.jpg;2024/08/28 13:51:32.572;"{""Bc""}";5;M;2;60;25;15;"{""RG""}";{9995304d-6bca-45dc-96e8-26c4d7887972};Non;30.7425;30,7425;1040;107,5;60;6708000;90;1090;245;24034500;;;;0;;;;0;;;;0;SL LL;2;T;;;;;40;160;170;60;;;190;330;350;110;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
250;1;249;250;;;DCIM/rivrimouski_20240828135647.jpg;2024/08/28 13:55:24.228;"{""Bc""}";20;M;1;70;25;5;"{""RG""}";{c7116951-329e-4150-a53f-601155724152};Non;33;33;1320;250;100;33000000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;80;150;240;530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
251;1;250;251;;;DCIM/rivrimouski_20240828135858.jpg;2024/08/28 13:58:45.772;"{""Bc""}";10;M;2;60;20;20;"{""RG""}";{6cc3b667-84af-4ad5-aac9-45e8d79020c8};Non;29.8369166666667;29,83691667;980;173,3333333;130;22082666,67;70;2110;52,5;7754250;;;;0;;;;0;;;;0;SL LL;2;T;;;;;260;170;90;;;;20;20;70;100;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
252;1;251;252;;;DCIM/rivrimouski_20240828140410.jpg;2024/08/28 14:03:18.864;"{""Bc""}";25;M;3;50;40;10;"{""RG""}";{4e2518b6-363d-4477-85ec-99c102989e60};Non;92.332;92,332;5630;273,3333333;60;92332000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;100;70;390;410;550;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
253;1;252;253;;;DCIM/rivrimouski_20240828140920.jpg;2024/08/28 14:08:49.701;"{""Bc""}";5;D;3;40;50;10;"{""RG""}";{b1c31ef6-1bd8-47fc-b959-c2ca605771bd};Non;69.72525;69,72525;2330;332,5;90;69725250;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;20;40;810;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
254;1;253;254;;;DCIM/rivrimouski_20240828142120.jpg;2024/08/28 14:18:46.803;"{""Ch""}";15;M;2;60;35;5;"{""RG""}";{2f521e54-5378-4a22-9a46-1260dc7e1274};Non;3448.5;3448,5;4750;2420;300;3448500000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;800;100;10000;900;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
255;1;254;255;;;DCIM/rivrimouski_20240828142508.jpg;2024/08/28 14:23:25.710;"{""Ch""}";15;M;2;50;40;10;"{""RG""}";{b3da2d4c-5605-4564-9f08-76e2ccc81367};Non;25.935;25,935;3250;114;70;25935000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;50;200;150;70;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;8806;cp;2016;5;16000
256;1;255;256;;;DCIM/rivrimouski_20240828143008.jpg;2024/08/28 14:28:29.547;"{""Ch""}";20;M;3;60;30;10;"{""RG""}";{6b7046bd-16c4-4b48-a8ed-0206f3f45609};Non;2201.26666666667;2201,266667;5300;1186,666667;350;2201266667;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;370;2000;1500;300;1200;1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
257;1;256;257;;;DCIM/rivrimouski_20240828143225.jpg;2024/08/28 14:32:15.475;"{""Ch""}";15;M;3;50;40;10;"{""RG""}";{2c3c291d-ab7e-4af2-8210-002e13b0235d};Non;1867.6;1867,6;5800;920;350;1867600000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;100;250;1300;1500;2000;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
258;1;257;258;;;DCIM/rivrimouski_20240828145454.jpg;2024/08/28 14:53:15.344;"{""Bc""}";10;M;1;60;35;5;"{""RG""}";{dbe1ccfc-3f0c-4cc4-bce6-686debcc97ca};Non;28.5285;28,5285;2470;192,5;60;28528500;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;70;340;130;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
259;1;258;259;;;DCIM/rivrimouski_20240828145521.jpg;2024/08/28 14:55:18.393;"{""Bc""}";5;P;1;80;10;10;"{""RG""}";{57e2b176-e5a2-42d0-9999-d1cb9adf4672};Non;10.728;10,728;2980;40;90;10728000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;20;30;40;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;8806;cp;2016;5;16500
260;1;259;260;;;DCIM/rivrimouski_20240828150123.jpg;2024/08/28 15:01:21.407;"{""Bc""}";5;M;1;80;10;10;"{""RG""}";{5a501e35-d5f3-4b43-809a-c8e31a3c1def};Non;9.4395;9,4395;2170;72,5;60;9439500;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;110;90;50;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
261;1;260;261;;;DCIM/rivrimouski_20240828150349.jpg;2024/08/28 15:02:55.479;"{""Bc""}";10;M;1;70;20;10;"{""RG""}";{40424f62-50b6-4eff-b2ef-e58e4d0419b2};Non;29.2864;29,2864;4160;88;80;29286400;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;20;20;250;70;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
262;1;261;262;;;DCIM/rivrimouski_20240828150648.jpg;2024/08/28 15:05:57.737;"{""Bc""}";5;M;1;70;30;;"{""RG""}";{9f4965af-a41d-4c03-b6bb-097103d0bf1f};Non;11.505;11,505;2360;97,5;50;11505000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;70;90;210;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
263;1;262;263;;;DCIM/rivrimouski_20240828150813.jpg;2024/08/28 15:08:09.205;"{""Bc""}";30;M;3;60;30;10;"{""RG""}";{9704654d-829c-44b2-8539-62949d15ea80};Non;1607.85333333333;1607,853333;8560;816,6666667;230;1607853333;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;580;810;1500;1200;200;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;8806;cp;2016;5;17000
264;1;263;264;;;DCIM/rivrimouski_20240828152202.jpg;2024/08/28 15:20:40.784;"{""Bc""}";5;P;1;70;20;10;"{""RG""}";{87a19ab8-7dfc-4046-95f9-9a4f72b5b774};Non;21.6;21,6;2400;90;100;21600000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;60;110;160;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;8806;cp;2016;5;17500
265;1;264;265;;;DCIM/rivrimouski_20240828152403.jpg;2024/08/28 15:24:02.453;"{""Bc""}";5;M;1;80;20;;"{""RG""}";{ea2cd6dd-c245-4ef6-990b-92e58636baea};Non;11.385;11,385;1650;57,5;120;11385000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;40;50;120;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
266;1;265;266;;;DCIM/rivrimouski_20240828152938.jpg;2024/08/28 15:27:17.753;"{""Bc""}";10;M;2;70;20;10;"{""RG""}";{c0e71c61-522d-4afd-a318-21e7519db93a};Non;93.06;93,06;2350;220;180;93060000;;;;0;;;;0;;;;0;;;;0;SL LL;;;;;;;150;280;220;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
267;1;266;267;;;DCIM/rivrimouski_20240828154301.jpg;2024/08/28 15:34:43.419;"{""Bc""}";40;M;3;70;20;10;"{""RG""}";{3648ac54-6012-4716-aea3-1797b2db6f1b};Non;25112.5;25112,5;36750;1366,666667;500;25112500000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;3000;500;2000;1000;200;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
268;1;267;268;;;DCIM/rivrimouski_20240829100531.jpg;2024/08/29 09:59:50.506;"{""Bc""}";40;M;2;60;30;10;"{""RG""}";{c40bcb9f-9ea0-4b53-a4ac-5bc7f09db744};Non;213.7229;213,7229;1900;177,5;170;57332500;160;3280;298;156390400;;;;0;;;;0;;;;0;ML LL;2;L;;;;;50;300;130;230;;;250;110;230;400;500;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
269;1;268;269;;;DCIM/rivrimouski_20240829100553.jpg;2024/08/29 10:05:51.840;"{""Bc""}";5;M;2;70;30;;"{""RG""}";{dc7efd34-54eb-4467-a2c0-e4e72dfda3e2};Non;5.42666666666667;5,426666667;440;123,3333333;100;5426666,667;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;120;120;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
270;1;269;270;;;DCIM/rivrimouski_20240829100721.jpg;2024/08/29 10:07:16.231;"{""Bc""}";30;M;3;80;10;10;"{""RG""}";{ca9f9613-bf76-44b5-aba0-21b3765c1aa2};Non;106.59;106,59;1700;330;190;106590000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;280;360;380;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
271;1;270;271;;;DCIM/rivrimouski_20240829100844.jpg;2024/08/29 10:08:40.632;"{""Ch""}";10;M;2;60;40;;"{""RG""}";{09e52e7a-502d-4d8c-ab53-452b348b8689};Non;59.23225;59,23225;1810;192,5;170;59232250;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;160;120;370;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
272;1;271;272;;;DCIM/rivrimouski_20240829101125.jpg;2024/08/29 10:11:22.236;"{""Bc""}";10;P;2;60;30;10;"{""RG""}";{2b0a613b-48de-4fc8-8b11-dae908fd5d6a};Non;42.79875;42,79875;1010;282,5;150;42798750;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;130;120;500;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
273;1;272;273;;;DCIM/rivrimouski_20240829101256.jpg;2024/08/29 10:12:54.320;"{""Bc""}";5;M;1;80;10;10;"{""RG""}";{88714772-e458-4d36-8846-f72be1141661};Non;15.84;15,84;900;220;80;15840000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;250;240;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
274;1;273;274;;;DCIM/rivrimouski_20240829101353.jpg;2024/08/29 10:13:52.003;"{""Bc""}";15;M;1;60;40;;"{""RG""}";{8de2ba8d-a957-4128-9ba6-be32271bea90};Non;55.1655;55,1655;2990;205;90;55165500;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;140;240;230;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
275;1;274;275;;;DCIM/rivrimouski_20240829101956.jpg;2024/08/29 10:15:22.264;"{""Bc""}";20;M;1;70;30;;"{""RG""}";{0f99bba1-613d-4389-9c07-a9dc00c91f87};Non;342.2325;342,2325;1250;285;80;28500000;130;2890;225;84532500;120;6000;318,3333333;229200000;;;;0;;;;0;ML LL;3;Discontinu;;;;;340;400;210;190;;;200;290;250;160;;;400;310;250;150;300;500;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
276;1;275;276;;;DCIM/rivrimouski_20240829102747.jpg;2024/08/29 10:27:35.359;"{""Bc""}";5;D;2;80;20;;"{""RG""}";{5993beb6-03f6-4e89-9f67-a5aec2da11b0};Non;10.855;10,855;1300;97,5;60;7605000;50;780;83,33333333;3250000;;;;0;;;;0;;;;0;ML LL;2;Simple;;;;;110;20;120;140;;;100;60;90;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
277;1;276;277;;;DCIM/rivrimouski_20240829103218.jpg;2024/08/29 10:30:40.228;"{""Bc""}";10;M;2;60;30;10;"{""RG""}";{5de1ad80-e97a-43d8-aac4-031aa328ad5c};Non;82.3176;82,3176;3330;206;120;82317600;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;150;280;230;180;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
278;1;277;278;;;DCIM/rivrimouski_20240829103827.jpg;2024/08/29 10:34:45.500;"{""Bc""}";15;M;1;70;20;10;"{""RG""}";{b0bf420d-e58d-46c9-9394-e9a749524912};Non;117.612;117,612;2400;237,5;110;62700000;100;3520;156;54912000;;;;0;;;;0;;;;0;ML LL;2;Simple;;;;;280;150;200;320;;;100;150;200;150;180;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
279;1;278;279;;;DCIM/rivrimouski_20240829104105.jpg;2024/08/29 10:39:42.995;"{""Bc""}";10;D;1;80;15;5;"{""RG""}";{16386fa7-94b8-46dd-9ff3-1cf348792859};Non;6.2775;6,2775;1350;77,5;60;6277500;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;120;50;40;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
280;1;279;280;;;DCIM/rivrimouski_20240829104145.jpg;2024/08/29 10:41:43.906;"{""Bc""}";15;M;1;60;20;20;"{""RG""}";{7ef82684-460e-43a1-acdb-cd016d47d5fc};Non;13.9883333333333;13,98833333;440;126,6666667;100;5573333,333;40;1650;127,5;8415000;;;;0;;;;0;;;;0;ML LL;2;Simple;;;;;150;60;170;;;;40;80;220;170;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
281;1;280;281;;;DCIM/rivrimouski_20240829104433.jpg;2024/08/29 10:44:31.551;"{""Ch""}";10;M;2;60;20;20;"{""RG""}";{f33a8826-4669-4860-b7cf-9a29a8301325};Non;27.5275;27,5275;1300;192,5;110;27527500;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;60;180;360;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
282;1;281;282;;;DCIM/rivrimouski_20240829104614.jpg;2024/08/29 10:46:13.081;"{""Ch""}";10;M;1;50;40;10;"{""RG""}";{b8f37f48-06be-409d-aad1-ada16e3de487};Non;48.75;48,75;1300;250;150;48750000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;300;350;200;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
283;1;282;283;;;DCIM/rivrimouski_20240829104908.jpg;2024/08/29 10:49:05.970;"{""Ch""}";5;M;2;40;60;;"{""RG""}";{99627550-13e6-41c6-bf0b-329ca9bfcdb3};Non;21.2333333333333;21,23333333;980;216,6666667;100;21233333,33;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;280;200;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
284;1;283;284;;;DCIM/rivrimouski_20240829105028.jpg;2024/08/29 10:50:23.809;"{""Ch""}";15;M;2;50;40;10;"{""RG""}";{69c01fbd-ffaf-491a-82f6-3234a7a28350};Non;96.3;96,3;1800;267,5;200;96300000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;150;320;400;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
285;1;284;285;;;DCIM/rivrimouski_20240829105445.jpg;2024/08/29 10:53:47.398;"{""Ch""}";10;M;1;80;20;;"{""RG""}";{94ca9ac9-8818-4fc3-b5ac-29cc0be3ae50};Non;24.04875;24,04875;1650;132,5;110;24048750;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;80;150;120;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
286;1;285;286;;;DCIM/rivrimouski_20240829105740.jpg;2024/08/29 10:56:48.588;"{""Ch""}";10;M;1;70;20;10;"{""RG""}";{5be51749-ab84-4cca-b1c8-64a0e7901f7c};Non;29.75;29,75;1400;212,5;100;29750000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;200;150;220;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
287;1;286;287;;;DCIM/rivrimouski_20240829110324.jpg;2024/08/29 11:01:54.054;"{""Ch""}";10;D;2;70;30;;"{""RG""}";{cf65d41a-3e5e-4bb1-8f17-64647b2e008d};Non;85.995;85,995;1400;270;180;68040000;100;1140;157,5;17955000;;;;0;;;;0;;;;0;ML LL;2;Discontinu;;;;;370;400;130;180;;;70;220;250;90;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
288;1;287;288;;;DCIM/rivrimouski_20240829111537.jpg;2024/08/29 11:14:50.227;"{""Ch""}";5;D;1;100;;;"{""RG""}";{fb8ebadd-7fd5-4baa-b935-9bd432ed2f1c};Non;13.65;13,65;1200;162,5;70;13650000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;300;200;100;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
289;1;288;289;;;DCIM/rivrimouski_20240829111843.jpg;2024/08/29 11:17:58.380;"{""Ch""}";5;P;1;95;5;;"{""RG""}";{c2eb5bc1-0b86-46ab-ad3e-da056ed1cf6d};Non;18.6666666666667;18,66666667;800;233,3333333;100;18666666,67;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;150;250;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
290;1;289;290;;;DCIM/rivrimouski_20240829112242.jpg;2024/08/29 11:21:57.098;"{""Ch""}";10;D;2;80;20;;"{""RG""}";{c4bee781-7037-4349-b476-3c1aaa235144};Non;83.84;83,84;1600;327,5;160;83840000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;510;400;300;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
291;1;290;291;;;DCIM/rivrimouski_20240829112951.jpg;2024/08/29 11:28:39.795;"{""Ch""}";10;D;1;90;5;5;"{""RG""}";{ceab9e35-364c-4872-966c-def65ee703a9};Non;87.85;87,85;2500;230;150;86250000;60;500;53,33333333;1600000;;;;0;;;;0;;;;0;ML LL;2;L;;;;;500;300;50;70;;;30;30;100;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
292;1;291;292;;;DCIM/rivrimouski_20240829113157.jpg;2024/08/29 11:31:55.829;"{""Ch""}";10;D;2;90;;10;"{""RG""}";{b58dca26-bbd2-4cc3-a820-214ad351b4ac};Non;100.9375;100,9375;2500;237,5;170;100937500;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;100;300;400;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
293;1;292;293;;;DCIM/rivrimouski_20240829113456.jpg;2024/08/29 11:34:54.699;"{""Ch""}";20;D;2;85;10;5;"{""RG""}";{9191f30a-f515-4ab4-a6cc-b8c70e1b838d};Non;723.45;723,45;2600;1325;210;723450000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;1600;1500;1300;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
294;1;293;294;;;DCIM/rivrimouski_20240829114049.jpg;2024/08/29 11:40:46.638;"{""Ch""}";5;D;1;100;;;"{""RG""}";{345df475-0744-43d0-8f9e-3a4589ea4f1c};Non;5.04;5,04;900;70;80;5040000;;;;0;;;;0;;;;0;;;;0;ML LL;1;Simple;;;;;70;90;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
295;1;294;295;;;DCIM/rivrimouski_20240829115232.jpg;2024/08/29 11:47:40.095;"{""Bc""}";;D;1;90;;10;"{""RG""}";{122f271f-4aa2-46d9-b157-fc8b2976aeed};Non;76.698;76,698;540;360;90;17496000;130;990;460;59202000;;;;0;;;;0;;;;0;ML LL;2;Discontinu;;;;;380;380;320;;;;530;400;450;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;8806;cp;2016;5;37000
296;1;295;1;;;DCIM/rivrimouski_20240824142555.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;M;1;80;10;10;"{""RG""}";{b3674cea-8155-4980-a1c4-5737c033a066};Non;0.385333333333333;0,385333333;10;226,6666667;170;385333,3333;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;220;330;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
297;1;296;2;;;DCIM/rivrimouski_20240824143056.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;D;3;90;5;5;"{""RG""}";{a3ab6788-9130-4283-ac08-afe0977d4ddb};Non;5.712;5,712;510;93,33333333;120;5712000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;40;110;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
