OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur boîte 1;hauteur;Volume 1;longueur_2;hauteur_2;largeur boite 2;Volume 2;hauteur_3;longueur_3;largeur boite 3;Volume 3;hauteur_4;longueur_4;largeur boite 4;Volume 4;hauteur_5;longueur_5;largeur boite 5;Volume 5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
41;1;40;336;;;DCIM/rivrimouski_20250724145120.jpg;2025/07/24 13:30:22.893;"{""Bc""}";45;M;2;40;30;30;"{""C""}";{2c228f8a-ddad-4a42-9550-303983fa5a74};Non;973.7728;973,77;4180;1792,00;130;973772800;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;1900;2480;1720;1900;960;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;7;;;;8806;cp;2016;5;4000
42;1;41;337;;;DCIM/rivrimouski_20250725085842.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;75;10;15;"{""C""}";{576469d1-b7bf-4073-baf2-2980af074579};Non;2.775;2,78;750;123,33;30;2775000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;170;60;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;30;;;;8806;cp;2016;5;15500
43;1;42;338;;;DCIM/rivrimouski_20250725085940.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;40;40;20;"{""RG""}";{6383e542-45eb-4ee4-958b-982ccda9ee74};Non;5.75;5,75;1250;115,00;40;5750000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;40;260;130;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;30;;;;8806;cp;2016;5;15500
44;1;43;339;;;DCIM/rivrimouski_20250725090904.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;50;45;5;"{""RG""}";{d13e05e2-53b9-4675-9b4b-06cfd18e80bf};Non;3.86666666666667;3,87;1000;96,67;40;3866666,667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;130;100;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
45;1;44;340;;;DCIM/rivrimouski_20250725091228.jpg;2025/07/25 12:57:08.825;"{""Bc""}";15;M;2;40;30;30;"{""RG""}";{f7ff2467-b126-4e68-9aab-5e1a193fe9c8};Non;24.1005;24,10;990;253,33;80;20064000;1170;30;115,00;4036500,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;170;280;310;;;;60;180;110;110;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
46;1;45;341;;;DCIM/rivrimouski_20250725091931.jpg;2025/07/25 12:57:08.825;"{""Bc""}";15;M;2;60;30;10;"{""RG""}";{c1c7edfd-fb4c-407d-a6ff-d420660254dd};Non;6.955;6,96;1070;162,50;40;6955000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;200;200;100;150;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
47;1;46;342;;;DCIM/rivrimouski_20250725092148.jpg;2025/07/25 12:57:08.825;"{""Bc""}";20;M;1;65;25;10;"{""RG""}";{4c6e2aad-2cbf-4b2a-b473-f2900c1ba4f2};Non;22.4535;22,45;1900;175,00;30;9975000;1770;60;117,50;12478500,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;130;180;140;250;;;200;90;140;40;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
48;1;47;343;;;DCIM/rivrimouski_20250725092821.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;M;2;35;35;30;"{""RG""}";{560d9c3e-8384-44ca-95af-4711d29874d2};Non;249.54075;249,54;1290;122,50;30;4740750;8000;90;340,00;244800000,00;;;;0;;;;0;;;;0;Sam et julianne;2;Discontinu;;;;;80;20;200;190;;;130;600;440;380;150;270;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
49;1;48;344;;;DCIM/rivrimouski_20250725094509.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;D;1;50;40;10;"{""RG""}";{7ef80aff-f65d-493f-8f76-b2d5a96c7a98};Non;13.77875;13,78;1510;182,50;50;13778750;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;180;270;130;150;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
50;1;49;345;;;DCIM/rivrimouski_20250725094706.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;35;35;30;"{""RG""}";{ca913def-4dce-489e-96e0-6a445b6856f1};Non;375.3;375,30;4500;556,00;150;375300000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;1300;640;360;320;160;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
51;1;50;346;;;DCIM/rivrimouski_20250725095323.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;D;1;60;10;30;"{""RD""}";{c30c8587-88d2-4dba-a44b-33aa4e68704f};Non;54.4425;54,44;1220;262,50;170;54442500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;350;330;250;120;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
52;1;51;347;;;DCIM/rivrimouski_20250725095630.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;1;85;5;10;"{""RD""}";{72c59707-5c20-4001-9a92-26bd533bca6b};Non;0.592;0,59;740;40,00;20;592000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;30;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
53;1;52;348;;;DCIM/rivrimouski_20250725100032.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;80;15;5;"{""RD""}";{2c2d3ae2-aebf-43b9-a73a-63bb0d16b585};Non;1.32;1,32;660;100,00;20;1320000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;170;80;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
54;1;53;349;;;DCIM/rivrimouski_20250725100128.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;30;35;35;"{""RD""}";{afd88cba-e8d1-42c7-a8f6-dc73c2a47ff3};Non;5.46;5,46;520;210,00;50;5460000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;120;310;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
55;1;54;350;;;DCIM/rivrimouski_20250725100339.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;1;70;10;20;"{""RD""}";{adca007c-761f-42b5-9237-e41dc4ce6f80};Non;10.695;10,70;1240;172,50;50;10695000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;260;120;230;80;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
56;1;55;351;;;DCIM/rivrimouski_20250725100601.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;D;2;60;15;25;"{""RD""}";{d658a32d-8a1d-41fc-ad8b-16d3c602e859};Non;8.97;8,97;1170;150,00;40;7020000;1500;20;65,00;1950000,00;;;;0;;;;0;;;;0;Sam et julianne;2;L;;;;;140;150;200;110;;;170;60;20;10;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
57;1;56;352;;;DCIM/rivrimouski_20250725100944.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;2;80;10;10;"{""RD""}";{8d994dec-7274-4fdd-9314-fd8126565865};Non;0.368;0,37;240;76,67;20;368000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Discontinu;;;;;120;90;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
58;1;57;353;;;DCIM/rivrimouski_20250725101112.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;2;80;10;10;"{""RD""}";{16812bcb-0f15-4a99-85bf-5698e18b5543};Non;2.82;2,82;1410;50,00;40;2820000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;60;40;70;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
59;1;58;354;;;DCIM/rivrimouski_20250725101302.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;2;60;20;20;"{""RD""}";{b5eb218c-ada5-496d-9efc-86a29e575dab};Non;1.79066666666667;1,79;790;56,67;40;1790666,667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;70;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
60;1;59;355;;;DCIM/rivrimouski_20250725101631.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;3;70;15;15;"{""RD""}";{33db720f-3f2c-441b-8e4a-b7ced0a98a68};Non;1.29333333333333;1,29;970;33,33;40;1293333,333;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;50;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
61;1;60;356;;;DCIM/rivrimouski_20250725102645.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;P;1;60;20;20;"{""RG""}";{89eb1e46-ce8b-454b-b91a-8bb91081d617};Non;37.145;37,15;1150;170,00;190;37145000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;100;260;250;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;31;;;;8806;cp;2016;5;16000
62;1;61;357;;;DCIM/rivrimouski_20250725103739.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;35;35;30;"{""RG""}";{c01c0212-3631-46ae-8e7c-1e29bbb3b08d};Non;382.5;382,50;4250;450,00;200;382500000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;500;800;700;230;20;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
63;1;62;358;;;DCIM/rivrimouski_20250725104153.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;50;30;20;"{""RG""}";{4f5e01b8-a2e6-4f26-9887-6993ae5ce3be};Non;920;920,00;5000;613,33;300;920000000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;400;120;510;1300;1000;350;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
64;1;63;359;;;DCIM/rivrimouski_20250725104658.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;M;1;40;30;30;"{""RG""}";{4ede6f77-6535-4893-ab21-488501c6fbc6};Non;165.43125;165,43;2250;432,50;170;165431250;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;300;450;600;380;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
65;1;64;360;;;DCIM/rivrimouski_20250725105429.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;P;1;80;10;10;"{""RD""}";{ae209e4c-f56c-46a8-9f24-53a70b0f8bd2};Non;69.7;69,70;1700;205,00;200;69700000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;220;160;200;240;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
66;1;65;361;;;DCIM/rivrimouski_20250725105744.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;P;2;35;35;30;"{""RD""}";{101e9a35-23d3-4567-be04-18325069970a};Non;13.416;13,42;780;143,33;120;13416000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;100;200;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
67;1;66;362;;;DCIM/rivrimouski_20250725110630.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;50;25;25;"{""RG""}";{868bd75c-6923-4274-8e00-a93471393c21};Non;14.805;14,81;1410;175,00;60;14805000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;160;100;50;390;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
68;1;67;363;;;DCIM/rivrimouski_20250725110843.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;2;70;15;15;"{""RG""}";{af336075-f704-4c20-95cb-0727211897b5};Non;76.3895;76,39;2090;215,00;170;76389500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;260;150;310;140;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
69;1;68;364;;;DCIM/rivrimouski_20250725111304.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;2;60;20;20;"{""RG""}";{ea08dfbb-58d4-44cc-b284-3345b86cb3c1};Non;742.9485;742,95;5190;681,67;210;742948500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;260;410;1300;800;700;620;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
70;1;69;365;;;DCIM/rivrimouski_20250725112015.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;65;15;20;"{""RG""}";{e69afde1-8b07-4b1d-93ba-54e3aeb40073};Non;7.875;7,88;3000;52,50;50;7875000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;60;70;60;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
71;1;70;366;;;DCIM/rivrimouski_20250725112255.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;80;10;10;"{""RG""}";{1f9cd9ea-7d03-4b98-a902-aa8f20b87e3c};Non;9.3;9,30;2480;75,00;50;9300000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;150;60;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
72;1;71;367;;;DCIM/rivrimouski_20250725112359.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;70;15;15;"{""RG""}";{f4662289-c359-4797-aa92-1b8e156fab05};Non;5.46;5,46;1680;65,00;50;5460000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;90;60;40;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
73;1;72;368;;;DCIM/rivrimouski_20250725112626.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;1;60;20;20;"{""RG""}";{4921c50e-1eb6-4e3e-b203-b03ee2ed8390};Non;2.844;2,84;1580;90,00;20;2844000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;50;40;250;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
74;1;73;369;;;DCIM/rivrimouski_20250725112841.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;70;15;15;"{""RG""}";{1957fa6c-5b23-4420-a7bc-3a29d23078c4};Non;8.6625;8,66;1980;87,50;50;8662500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;30;50;250;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;33;;;;8806;cp;2016;5;17000
75;1;74;370;;;DCIM/rivrimouski_20250725113416.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;80;10;10;"{""RG""}";{a7493247-cdd3-4874-a693-e32d9b976bfc};Non;10.1265;10,13;1570;107,50;60;10126500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;260;80;50;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
76;1;75;371;;;DCIM/rivrimouski_20250725113705.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;M;1;60;20;20;"{""RG""}";{61776851-9b5d-465c-a87c-398168bd964a};Non;28.8915;28,89;1960;105,00;70;14406000;2610;60;92,50;14485500,00;;;;0;;;;0;;;;0;Sam et julianne;2;Y;;;;;60;50;130;180;;;20;120;200;30;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;32;;;;8806;cp;2016;5;16500
77;1;76;372;;;DCIM/rivrimouski_20250725120225.jpg;2025/07/25 12:57:08.825;"{""Bc""}";20;M;2;50;35;15;"{""RD""}";{984cff7a-5aa0-458b-b60a-d0bc3e34e99d};Non;40.09225;40,09;1970;177,50;60;20980500;1630;70;167,50;19111750,00;;;;0;;;;0;;;;0;Sam et julianne;2;Y;;;;;220;240;80;170;;;90;60;80;440;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;34;;;;8806;cp;2016;5;17500
78;1;77;373;;;DCIM/rivrimouski_20250725120635.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;P;1;50;25;25;;{e375ce7c-6bc7-4683-b9c9-5799d252e8e9};Non;3.348;3,35;1860;60,00;30;3348000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;50;70;70;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;34;;;;8806;cp;2016;5;17500
79;1;78;374;;;DCIM/rivrimouski_20250725121126.jpg;2025/07/25 12:57:08.825;"{""Ch""}";20;M;2;50;25;25;"{""RG""}";{0aa42294-a6e3-4d6e-9409-ec5b45a1f530};Non;584.959375;584,96;2750;162,50;1309;584959375;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;130;40;460;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;35;;;;8806;cp;2016;5;18000
80;1;79;375;;;DCIM/rivrimouski_20250725130611.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;3;100;;;"{""RD""}";{5559275e-1df0-48a7-8e50-51d773a4c81e};Non;0.528;0,53;330;40,00;40;528000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;30;30;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;35;;;;8806;cp;2016;5;18000
81;1;80;376;;;DCIM/rivrimouski_20250725130741.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;M;2;60;20;20;"{""RD""}";{e03e6912-2ae1-4532-86e0-61b9b1e8a8c3};Non;9.585;9,59;1420;135,00;50;9585000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;40;140;230;130;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;35;;;;8806;cp;2016;5;18000
82;1;81;377;;;DCIM/rivrimouski_20250725131645.jpg;2025/07/25 12:57:08.825;"{""Ch""}";10;M;3;50;25;25;"{""RG""}";{3d203fba-07f7-451b-8b17-fd10eb1babf9};Non;17.61006;17,61;13910;422,00;3;17610060;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;1500;1000;5;8;7;12;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;35;;;;8806;cp;2016;5;18000
